continent,location,date,total_cases,new_cases,total_deaths
North America,United States,6/27/2021,33743687,4659,600000
North America,United States,6/28/2021,33757457,13770,600159
North America,United States,6/29/2021,33764983,7526,600488
North America,United States,6/30/2021,33780268,15285,600788
North America,United States,7/1/2021,33795189,14921,601071
North America,United States,7/2/2021,33824807,29618,601505
North America,United States,7/3/2021,33830077,5270,601588
North America,United States,7/4/2021,33834342,4265,601628
North America,United States,7/5/2021,33843503,9161,601749
North America,United States,7/6/2021,33866076,22573,602055
North America,United States,7/7/2021,33886224,20148,602382
North America,United States,7/8/2021,33907102,20878,602632
North America,United States,7/9/2021,33954091,46989,603094
North America,United States,7/10/2021,33964108,10017,603172
North America,United States,7/11/2021,33975870,11762,603293
North America,United States,7/12/2021,34005531,29661,603528
North America,United States,7/13/2021,34032006,26475,603885
North America,United States,7/14/2021,34063154,31148,604212
North America,United States,7/15/2021,34095096,31942,604568
North America,United States,7/16/2021,34173128,78032,605021
North America,United States,7/17/2021,34187194,14066,605093
North America,United States,7/18/2021,34207564,20370,605188
North America,United States,7/19/2021,34256791,49227,605386
North America,United States,7/20/2021,34296679,39888,605676
North America,United States,7/21/2021,34344550,47871,606039
North America,United States,7/22/2021,34400986,56436,606327
North America,United States,7/23/2021,34521791,120805,606879
North America,United States,7/24/2021,34551140,29349,607015
North America,United States,7/25/2021,34579765,28625,607117
North America,United States,7/26/2021,34658320,78555,607367
North America,United States,7/27/2021,34723391,65071,607825
North America,United States,7/28/2021,34796973,73582,608208
North America,United States,7/29/2021,34869335,72362,608526
North America,United States,7/30/2021,35060516,191181,609411
North America,United States,7/31/2021,35105187,44671,609587
North America,United States,8/1/2021,35150564,45377,609820
North America,United States,8/2/2021,35258085,107521,610163
North America,United States,8/3/2021,35356055,97970,610749
North America,United States,8/4/2021,35458562,102507,611295
North America,United States,8/5/2021,35568152,109590,611821
North America,United States,8/6/2021,35820061,251909,612954
North America,United States,8/7/2021,35883943,63882,613220
North America,United States,8/8/2021,35919629,35686,613355
North America,United States,8/9/2021,36078060,158431,613872
North America,United States,8/10/2021,36196252,118192,614704
North America,United States,8/11/2021,36350832,154580,615509
North America,United States,8/12/2021,36494643,143811,616541
North America,United States,8/13/2021,36721488,226845,617600
North America,United States,8/14/2021,36795663,74175,617870
North America,United States,8/15/2021,36843525,47862,618087
North America,United States,8/16/2021,37036883,193358,619128
North America,United States,8/17/2021,37187995,151112,620152
North America,United States,8/18/2021,37355346,167351,621356
North America,United States,8/19/2021,37510624,155278,623143
North America,United States,8/20/2021,37749758,239134,624605
North America,United States,8/21/2021,37843262,93504,625182
North America,United States,8/22/2021,37888620,45358,625402
North America,United States,8/23/2021,38094805,206185,626738
North America,United States,8/24/2021,38250000,155195,628173
North America,United States,8/25/2021,38429208,179208,629726
North America,United States,8/26/2021,38612970,183762,631948
North America,United States,8/27/2021,38851328,238358,633691
North America,United States,8/28/2021,38931463,80135,634343
North America,United States,8/29/2021,38984638,53175,634669
North America,United States,8/30/2021,39212569,227931,636382
North America,United States,8/31/2021,39392538,179969,637826
North America,United States,9/1/2021,39583146,190608,639870
North America,United States,9/2/2021,39762215,179069,642877
North America,United States,9/3/2021,39997465,235250,644817
North America,United States,9/4/2021,40084764,87299,645470
North America,United States,9/5/2021,40149445,64681,645898
North America,United States,9/6/2021,40239434,89989,646506
North America,United States,9/7/2021,40449479,210045,648602
North America,United States,9/8/2021,40627248,177769,650921
North America,United States,9/9/2021,40793906,166658,654149
North America,United States,9/10/2021,41035737,241831,656610
North America,United States,9/11/2021,41126186,90449,657449
North America,United States,9/12/2021,41175756,49570,657829
North America,United States,9/13/2021,41383484,207728,659986
North America,United States,9/14/2021,41529024,145540,661914
North America,United States,9/15/2021,41702441,173417,664653
North America,United States,9/16/2021,41861047,158606,668146
North America,United States,9/17/2021,42071758,210711,670600
North America,United States,9/18/2021,42148010,76252,671610
North America,United States,9/19/2021,42194013,46003,672014
North America,United States,9/20/2021,42363430,169417,674321
North America,United States,9/21/2021,42485250,121820,676768
North America,United States,9/22/2021,42616981,131731,679459
North America,United States,9/23/2021,42746015,129034,682767
North America,United States,9/24/2021,42920660,174645,685251
North America,United States,9/25/2021,42982510,61850,686108
North America,United States,9/26/2021,43038137,55627,686700
North America,United States,9/27/2021,43192072,153935,688959
North America,United States,9/28/2021,43305215,113143,691477
North America,United States,9/29/2021,43427215,122000,694117
North America,United States,9/30/2021,43537303,110088,696943
North America,United States,10/1/2021,43692211,154908,699074
North America,United States,10/2/2021,43741966,49755,699924
North America,United States,10/3/2021,43788194,46228,700467
North America,United States,10/4/2021,43928791,140597,702399
North America,United States,10/5/2021,44024270,95479,704293
North America,United States,10/6/2021,44137124,112854,706953
North America,United States,10/7/2021,44238156,101032,709426
North America,United States,10/8/2021,44368786,130630,711230
North America,United States,10/9/2021,44409101,40315,711682
North America,United States,10/10/2021,44450094,40993,712176
North America,United States,10/11/2021,44542959,92865,713356
North America,United States,10/12/2021,44653903,110944,715645
North America,United States,10/13/2021,44762315,108412,718834
North America,United States,10/14/2021,44848438,86123,721025
North America,United States,10/15/2021,44957285,108847,722848
North America,United States,10/16/2021,44998634,41349,723444
North America,United States,10/17/2021,45031806,33172,723924
North America,United States,10/18/2021,45128458,96652,725691
North America,United States,10/19/2021,45211057,82599,727657
North America,United States,10/20/2021,45303375,92318,730846
North America,United States,10/21/2021,45380646,77271,732862
North America,United States,10/22/2021,45476614,95968,734733
North America,United States,10/23/2021,45510890,34276,735307
North America,United States,10/24/2021,45531842,20952,735587
North America,United States,10/25/2021,45641331,109489,737054
North America,United States,10/26/2021,45708952,67621,738661
North America,United States,10/27/2021,45811481,102529,740722
North America,United States,10/28/2021,45886007,74526,742578
North America,United States,10/29/2021,45980843,94836,744311
North America,United States,10/30/2021,46017098,36255,744711
North America,United States,10/31/2021,46051104,34006,744969
North America,United States,11/1/2021,46160959,109855,746222
North America,United States,11/2/2021,46230987,70028,747512
North America,United States,11/3/2021,46317752,86765,749501
North America,United States,11/4/2021,46398993,81241,750703
North America,United States,11/5/2021,46496127,97134,752826
North America,United States,11/6/2021,46533387,37260,753332
North America,United States,11/7/2021,46572357,38970,753563
North America,United States,11/8/2021,46679687,107330,754776
North America,United States,11/9/2021,46759595,79908,756228
North America,United States,11/10/2021,46854839,95244,757924
North America,United States,11/11/2021,46912377,57538,758825
North America,United States,11/12/2021,47056508,144131,761277
North America,United States,11/13/2021,47102676,46168,761876
North America,United States,11/14/2021,47136547,33871,762106
North America,United States,11/15/2021,47267610,131063,763391
North America,United States,11/16/2021,47355595,87985,764713
North America,United States,11/17/2021,47468125,112530,766380
North America,United States,11/18/2021,47576661,108536,767716
North America,United States,11/19/2021,47702928,126267,769485
North America,United States,11/20/2021,47750114,47186,769960
North America,United States,11/21/2021,47791609,41495,770208
North America,United States,11/22/2021,47932584,140975,771458
North America,United States,11/23/2021,48024223,91639,772818
North America,United States,11/24/2021,48135576,111353,774517
North America,United States,11/25/2021,48172944,37368,775002
North America,United States,11/26/2021,48227628,54684,775391
North America,United States,11/27/2021,48256023,28395,775729
North America,United States,11/28/2021,48301103,45080,776006
North America,United States,11/29/2021,48486276,185173,777924
North America,United States,11/30/2021,48603726,117450,779569
North America,United States,12/1/2021,48740666,136940,781572
North America,United States,12/2/2021,48878861,138195,785458
North America,United States,12/3/2021,49036800,157939,787069
North America,United States,12/4/2021,49104717,67917,787768
North America,United States,12/5/2021,49161174,56457,788180
North America,United States,12/6/2021,49336246,175072,789609
North America,United States,12/7/2021,49448564,112318,791126
North America,United States,12/8/2021,49597975,149411,792949
North America,United States,12/9/2021,49721751,123776,794501
North America,United States,12/10/2021,49879254,157503,796254
North America,United States,12/11/2021,49936877,57623,796878
North America,United States,12/12/2021,49990256,53379,797248
North America,United States,12/13/2021,50173638,183382,798642
North America,United States,12/14/2021,50286857,113219,800159
North America,United States,12/15/2021,50432572,145715,802395
North America,United States,12/16/2021,50574585,142013,803664
North America,United States,12/17/2021,50767195,192610,805528
North America,United States,12/18/2021,50848741,81546,806207
North America,United States,12/19/2021,50939646,90905,806527
North America,United States,12/20/2021,51180883,241237,808079
North America,United States,12/21/2021,51363029,182146,809993
North America,United States,12/22/2021,51611016,247987,814180
North America,United States,12/23/2021,51885158,274142,815587
North America,United States,12/24/2021,52133370,248212,816276
North America,United States,12/25/2021,52221658,88288,816518
North America,United States,12/26/2021,52405578,183920,816888
North America,United States,12/27/2021,52911638,506060,818734
North America,United States,12/28/2021,53283740,372102,821025
North America,United States,12/29/2021,53795186,511446,823393
North America,United States,12/30/2021,54392665,597479,824883
North America,United States,12/31/2021,54904597,511932,825614
North America,United States,1/1/2022,55096729,192132,826015
North America,United States,1/2/2022,55393057,296328,826421
North America,United States,1/3/2022,56436325,1043268,828325
North America,United States,1/4/2022,57264453,828128,830656
North America,United States,1/5/2022,57940684,676231,832887
North America,United States,1/6/2022,58784225,843541,834982
North America,United States,1/7/2022,59663794,879569,837420
North America,United States,1/8/2022,60071565,407771,838291
North America,United States,1/9/2022,60564893,493328,838910
North America,United States,1/10/2022,61920127,1355234,840964
North America,United States,1/11/2022,62705376,785249,843486
North America,United States,1/12/2022,63559836,854460,846335
North America,United States,1/13/2022,64423991,864155,848895
North America,United States,1/14/2022,65303718,879727,851691
North America,United States,1/15/2022,65719828,416110,852699
North America,United States,1/16/2022,66205931,486103,853461
North America,United States,1/17/2022,66865296,659365,854497
North America,United States,1/18/2022,67998050,1132754,857236
North America,United States,1/19/2022,68908947,910897,860716
North America,United States,1/20/2022,69638176,729229,863647
North America,United States,1/21/2022,70465229,827053,867037
North America,United States,1/22/2022,70773329,308100,868067
North America,United States,1/23/2022,71143391,370062,868804
North America,United States,1/24/2022,72053951,910560,870984
North America,United States,1/25/2022,72546341,492390,874140
North America,United States,1/26/2022,73223907,677566,878007
North America,United States,1/27/2022,73726852,502945,880628
North America,United States,1/28/2022,74339962,613110,884719
North America,United States,1/29/2022,74521593,181631,885929
North America,United States,1/30/2022,74722076,200483,886414
North America,United States,1/31/2022,75258650,536574,889021
North America,United States,2/1/2022,75584942,326292,892378
North America,United States,2/2/2022,75912683,327741,895966
North America,United States,2/3/2022,76185964,273281,898448
North America,United States,2/4/2022,76541020,355056,902570
North America,United States,2/5/2022,76628955,87935,903495
North America,United States,2/6/2022,76713714,84759,903961
North America,United States,2/7/2022,77057118,343404,906850
North America,United States,2/8/2022,77270886,213768,909851
North America,United States,2/9/2022,77458357,187471,913187
North America,United States,2/10/2022,77628716,170359,916438
North America,United States,2/11/2022,77837174,208458,919140
North America,United States,2/12/2022,77889808,52634,919962
North America,United States,2/13/2022,77948879,59071,920544
North America,United States,2/14/2022,78116480,167601,923726
North America,United States,2/15/2022,78226968,110488,926333
North America,United States,2/16/2022,78340894,113926,929516
North America,United States,2/17/2022,78441599,100705,932468
North America,United States,2/18/2022,78585592,143993,934971
North America,United States,2/19/2022,78617569,31977,935657
North America,United States,2/20/2022,78641075,23506,936103
North America,United States,2/21/2022,78720956,79881,937019
North America,United States,2/22/2022,78810137,89181,939192
North America,United States,2/23/2022,78894269,84132,942284
North America,United States,2/24/2022,78960736,66467,945239
North America,United States,2/25/2022,79034426,73690,947320
North America,United States,2/26/2022,79082144,47718,948082
North America,United States,2/27/2022,79100659,18515,948307
North America,United States,2/28/2022,79197559,96900,950449
North America,United States,3/1/2022,79243967,46408,952217
North America,United States,3/2/2022,79297044,53077,954309
North America,United States,3/3/2022,79345501,48457,956017
North America,United States,3/4/2022,79396204,50703,957755
North America,United States,3/5/2022,79411410,15206,958064
North America,United States,3/6/2022,79424014,12604,958278
North America,United States,3/7/2022,79485550,61536,959976
North America,United States,3/8/2022,79515010,29460,961395
North America,United States,3/9/2022,79552042,37032,963419
North America,United States,3/10/2022,79597812,45770,965191
North America,United States,3/11/2022,79646667,48855,966851
North America,United States,3/12/2022,79657136,10469,967130
North America,United States,3/13/2022,79668414,11278,967323
North America,United States,3/14/2022,79702946,34532,968635
North America,United States,3/15/2022,79726451,23505,969717
North America,United States,3/16/2022,79777705,51254,971566
North America,United States,3/17/2022,79829731,52026,973063
North America,United States,3/18/2022,79861451,31720,973879
North America,United States,3/19/2022,79872553,11102,974164
North America,United States,3/20/2022,79884206,11653,974252
North America,United States,3/21/2022,79925676,41470,975536
North America,United States,3/22/2022,79946902,21226,976311
North America,United States,3/23/2022,79986833,39931,977951
North America,United States,3/24/2022,80028934,42101,978817
North America,United States,3/25/2022,80073375,44441,979437
North America,United States,3/26/2022,80083061,9686,979588
North America,United States,3/27/2022,80095081,12020,979649
North America,United States,3/28/2022,80132789,37708,980668
North America,United States,3/29/2022,80156032,23243,981656
North America,United States,3/30/2022,80194168,38136,982825
North America,United States,3/31/2022,80238662,44494,983343
North America,United States,4/1/2022,80269818,31156,984173
North America,United States,4/2/2022,80281842,12024,984331
North America,United States,4/3/2022,80286830,4988,984391
North America,United States,4/4/2022,80324955,38125,984985
North America,United States,4/5/2022,80349927,24972,985497
North America,United States,4/6/2022,80389852,39925,986625
North America,United States,4/7/2022,80439531,49679,987460
North America,United States,4/8/2022,80512721,73190,988100
North America,United States,4/9/2022,80525776,13055,988245
North America,United States,4/10/2022,80535590,9814,988275
North America,United States,4/11/2022,80573716,38126,988610
North America,United States,4/12/2022,80608941,35225,989204
North America,United States,4/13/2022,80665016,56075,990155
North America,United States,4/14/2022,80712876,47860,990881
North America,United States,4/15/2022,80747070,34194,991321
North America,United States,4/16/2022,80759875,12805,991375
North America,United States,4/17/2022,80767798,7923,991386
North America,United States,4/18/2022,80827372,59574,991643
North America,United States,4/19/2022,80865865,38493,992083
North America,United States,4/20/2022,80933670,67805,992989
North America,United States,4/21/2022,80994140,60470,993390
North America,United States,4/22/2022,81082963,88823,993914
North America,United States,4/23/2022,81103240,20277,993968
North America,United States,4/24/2022,81117211,13971,994000
North America,United States,4/25/2022,81185484,68273,994266
North America,United States,4/26/2022,81230640,45156,994586
North America,United States,4/27/2022,81320467,89827,995390
North America,United States,4/28/2022,81397592,77125,995802
North America,United States,4/29/2022,81458844,61252,996225
North America,United States,4/30/2022,81483489,24645,996340
North America,United States,5/1/2022,81500843,17354,996363
North America,United States,5/2/2022,81594744,93901,996658
North America,United States,5/3/2022,81644672,49928,997107
North America,United States,5/4/2022,81757030,112358,999059
North America,United States,5/5/2022,81845361,88331,999359
North America,United States,5/6/2022,81974423,129062,999740
North America,United States,5/7/2022,82003109,28686,999928
North America,United States,5/8/2022,82009707,6598,999958
North America,United States,5/9/2022,82138925,129218,1000213
North America,United States,5/10/2022,82209649,70724,1000540
North America,United States,5/11/2022,82370691,161042,1001224
North America,United States,5/12/2022,82476163,105472,1001526
North America,United States,5/13/2022,82563431,87268,1001733
North America,United States,5/14/2022,82581552,18121,1001793
North America,United States,5/15/2022,82614673,33121,1001830
North America,United States,5/16/2022,82791637,176964,1002077
North America,United States,5/17/2022,82877109,85472,1002474
North America,United States,5/18/2022,83080991,203882,1003445
North America,United States,5/19/2022,83216464,135473,1003780
North America,United States,5/20/2022,83365252,148788,1004198
North America,United States,5/21/2022,83393353,28101,1004274
North America,United States,5/22/2022,83406716,13363,1004321
North America,United States,5/23/2022,83555767,149051,1004566
North America,United States,5/24/2022,83639635,83868,1004909
North America,United States,5/25/2022,83850397,210762,1005996
North America,United States,5/26/2022,83985714,135317,1006352
North America,United States,5/27/2022,84093719,108005,1006884
North America,United States,5/28/2022,84107917,14198,1006923
North America,United States,5/29/2022,84114975,7058,1006940
North America,United States,5/30/2022,84177435,62460,1006982
North America,United States,5/31/2022,84344772,167337,1007349
North America,United States,6/1/2022,84573728,228956,1008026
North America,United States,6/2/2022,84695856,122128,1008353
North America,United States,6/3/2022,84852849,156993,1008753
North America,United States,6/4/2022,84880900,28051,1008909
North America,United States,6/5/2022,84897183,16283,1008943
North America,United States,6/6/2022,85056927,159744,1009227
North America,United States,6/7/2022,85143808,86881,1009702
North America,United States,6/8/2022,85342727,198919,1010900
North America,United States,6/9/2022,85474355,131628,1011197
North America,United States,6/10/2022,85580561,106206,1011564
North America,United States,6/11/2022,85615794,35233,1011673
North America,United States,6/12/2022,85633555,17761,1011702
North America,United States,6/13/2022,85785306,151751,1011993
North America,United States,6/14/2022,85875498,90192,1012357
North America,United States,6/15/2022,86060659,185161,1013065
North America,United States,6/16/2022,86190397,129738,1013508
North America,United States,6/17/2022,86329240,138843,1013827
North America,United States,6/18/2022,86346929,17689,1013868
North America,United States,6/19/2022,86364992,18063,1013922
North America,United States,6/20/2022,86461006,96014,1014017
North America,United States,6/21/2022,86572384,111378,1014473
North America,United States,6/22/2022,86758050,185666,1015328
North America,United States,6/23/2022,86896448,138398,1015709
North America,United States,6/24/2022,87013614,117166,1016155
North America,United States,6/25/2022,87054521,40907,1016304
North America,United States,6/26/2022,87076802,22281,1016325
North America,United States,6/27/2022,87237041,160239,1016624
North America,United States,6/28/2022,87334934,97893,1017200
North America,United States,6/29/2022,87525205,190271,1017927
North America,United States,6/30/2022,87692635,167430,1017651
North America,United States,7/1/2022,87849486,156851,1018153
North America,United States,7/2/2022,87869825,20339,1018198
North America,United States,7/3/2022,87878269,8444,1018205
North America,United States,7/4/2022,87954551,76282,1018284
North America,United States,7/5/2022,88096453,141902,1018746
North America,United States,7/6/2022,88297186,200733,1019514
North America,United States,7/7/2022,88436020,138834,1020587
North America,United States,7/8/2022,88573746,137726,1021118
North America,United States,7/9/2022,88602730,28984,1021167
North America,United States,7/10/2022,88627257,24527,1021198
North America,United States,7/11/2022,88828539,201282,1021668
North America,United States,7/12/2022,88976773,148234,1022234
North America,United States,7/13/2022,89181444,204671,1023210
North America,United States,7/14/2022,89356600,175156,1023584
North America,United States,7/15/2022,89509778,153178,1024094
North America,United States,7/16/2022,89548974,39196,1024147
North America,United States,7/17/2022,89578575,29601,1024201
North America,United States,7/18/2022,89743847,165272,1024642
North America,United States,7/19/2022,89861126,117279,1025274
North America,United States,7/20/2022,90077871,216745,1026176
North America,United States,7/21/2022,90253323,175452,1026673
North America,United States,7/22/2022,90384716,131393,1027254
North America,United States,7/23/2022,90411046,26330,1027325
North America,United States,7/24/2022,90434297,23251,1027356
North America,United States,7/25/2022,90624249,189952,1027782
North America,United States,7/26/2022,90756463,132214,1028332
North America,United States,7/27/2022,90996591,240128,1029287
North America,United States,7/28/2022,91173639,177048,1029689
North America,United States,7/29/2022,91332881,159242,1030314
North America,United States,7/30/2022,91348895,16014,1030345
North America,United States,7/31/2022,91361891,12996,1030358
North America,United States,8/1/2022,91532058,170167,1030932
North America,United States,8/2/2022,91623031,90973,1031442
North America,United States,8/3/2022,91823736,200705,1032538
North America,United States,8/4/2022,92010854,187118,1033159
North America,United States,8/5/2022,92116881,106027,1033876
North America,United States,8/6/2022,92131860,14979,1033917
North America,United States,8/7/2022,92144461,12601,1033948
North America,United States,8/8/2022,92300128,155667,1034449
North America,United States,8/9/2022,92399936,99808,1035094
North America,United States,8/10/2022,92596455,196519,1036040
North America,United States,8/11/2022,92759167,162712,1036596
North America,United States,8/12/2022,92855902,96735,1037253
North America,United States,8/13/2022,92939570,83668,1037299
North America,United States,8/14/2022,92949312,9742,1037315
North America,United States,8/15/2022,93072454,123142,1037785
North America,United States,8/16/2022,93164333,91879,1038296
North America,United States,8/17/2022,93301355,137022,1039405
North America,United States,8/18/2022,93450356,149001,1040013
North America,United States,8/19/2022,93527992,77636,1040603
North America,United States,8/20/2022,93539046,11054,1040647
North America,United States,8/21/2022,93548831,9785,1041435
North America,United States,8/22/2022,93678025,129194,1041183
North America,United States,8/23/2022,93777365,99340,1041800
North America,United States,8/24/2022,93929237,151872,1042765
North America,United States,8/25/2022,94068764,139527,1043380
North America,United States,8/26/2022,94189444,120680,1044084
North America,United States,8/27/2022,94201204,11760,1044122
North America,United States,8/28/2022,94209632,8428,1044140
North America,United States,8/29/2022,94315847,106215,1044622
North America,United States,8/30/2022,94391617,75770,1045026
North America,United States,8/31/2022,94546132,154515,1046552
North America,United States,9/1/2022,94676745,130613,1047233
North America,United States,9/2/2022,94741426,64681,1047713
North America,United States,9/3/2022,94752812,11386,1047749
North America,United States,9/4/2022,94760232,7420,1047763
North America,United States,9/5/2022,94793830,33598,1047852
North America,United States,9/6/2022,94906521,112691,1048458
North America,United States,9/7/2022,95030562,124041,1049261
North America,United States,9/8/2022,95137683,107121,1049949
North America,United States,9/9/2022,95238494,100811,1050496
North America,United States,9/10/2022,95248611,10117,1050534
North America,United States,9/11/2022,95257596,8985,1050554
North America,United States,9/12/2022,95327118,69522,1051015
North America,United States,9/13/2022,95406842,79724,1051534
North America,United States,9/14/2022,95510500,103658,1052505
North America,United States,9/15/2022,95593863,83363,1053176
North America,United States,9/16/2022,95650104,56241,1053608
North America,United States,9/17/2022,95658638,8534,1053642
North America,United States,9/18/2022,95664097,5459,1053664
North America,United States,9/19/2022,95719894,55797,1054061
North America,United States,9/20/2022,95789185,69291,1054500
North America,United States,9/21/2022,95887622,98437,1055492
North America,United States,9/22/2022,95968612,80990,1056154
North America,United States,9/23/2022,96051910,83298,1056579
North America,United States,9/24/2022,96061633,9723,1056631
North America,United States,9/25/2022,96068343,6710,1056649
North America,United States,9/26/2022,96113935,45592,1057018
North America,United States,9/27/2022,96174947,61012,1057466
North America,United States,9/28/2022,96261785,86838,1058769
North America,United States,9/29/2022,96346153,84368,1059462
North America,United States,9/30/2022,96379552,33399,1059779
North America,United States,10/1/2022,96387446,7894,1059814
North America,United States,10/2/2022,96393203,5757,1059829
North America,United States,10/3/2022,96434487,41284,1060121
North America,United States,10/4/2022,96489683,55196,1060625
North America,United States,10/5/2022,96560933,71250,1061689
North America,United States,10/6/2022,96621673,60740,1062271
North America,United States,10/7/2022,96679875,58202,1062671
North America,United States,10/8/2022,96687586,7711,1062721
North America,United States,10/9/2022,96693099,5513,1062729
North America,United States,10/10/2022,96716014,22915,1062862
North America,United States,10/11/2022,96776689,60675,1063470
North America,United States,10/12/2022,96841291,64602,1064237
North America,United States,10/13/2022,96904631,63340,1064893
North America,United States,10/14/2022,96931531,26900,1065153
North America,United States,10/15/2022,96937500,5969,1065191
North America,United States,10/16/2022,96944172,6672,1065197
North America,United States,10/17/2022,96982927,38755,1065525
North America,United States,10/18/2022,97026413,43486,1065958
North America,United States,10/19/2022,97087728,61315,1066713
North America,United States,10/20/2022,97144845,57117,1067269
North America,United States,10/21/2022,97190757,45912,1067845
North America,United States,10/22/2022,97196113,5356,1067863
North America,United States,10/23/2022,97204590,8477,1067870
North America,United States,10/24/2022,97243714,39124,1068073
North America,United States,10/25/2022,97287271,43557,1068500
North America,United States,10/26/2022,97358705,71434,1069626
North America,United States,10/27/2022,97417718,59013,1070173
North America,United States,10/28/2022,97447856,30138,1070353
North America,United States,10/29/2022,97456827,8971,1070383
North America,United States,10/30/2022,97460068,3241,1070385
North America,United States,10/31/2022,97504710,44642,1070508
North America,United States,11/1/2022,97553379,48669,1070941
North America,United States,11/2/2022,97627229,73850,1071707
North America,United States,11/3/2022,97697717,70488,1072292
North America,United States,11/4/2022,97736484,38767,1072635
North America,United States,11/5/2022,97741501,5017,1072656
North America,United States,11/6/2022,97749004,7503,1072668
North America,United States,11/7/2022,97787422,38418,1072798
North America,United States,11/8/2022,97804801,17379,1072995
